Description,Amino Acids,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
LUTR910101,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910101,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,1,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,2,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,3,6.0,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,4,1.0,-10.0,-11.0,-14.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,5,6.0,6.0,6.0,8.0,-5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,6,7.0,8.0,8.0,12.0,-16.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,7,5.0,-2.0,5.0,6.0,-36.0,3.0,8.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,8,-2.0,5.0,6.0,5.0,-20.0,4.0,-3.0,-14.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,9,-1.0,-4.0,-3.0,-6.0,-17.0,-4.0,-5.0,-20.0,-10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,10,-10.0,-10.0,-10.0,-16.0,-35.0,-12.0,-14.0,-32.0,-18.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,11,6.0,10.0,10.0,13.0,-22.0,10.0,13.0,2.0,6.0,-5.0,-15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,12,-6.0,-6.0,-8.0,-13.0,-17.0,-5.0,-12.0,-32.0,-5.0,18.0,13.0,-11.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,13,-24.0,-11.0,-19.0,-25.0,-36.0,-20.0,-30.0,-52.0,-10.0,-4.0,2.0,-30.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,14,-5.0,-12.0,-11.0,-7.0,-30.0,-7.0,-7.0,-11.0,-23.0,-28.0,-36.0,-5.0,-25.0,-28.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,15,9.0,6.0,8.0,8.0,-11.0,8.0,9.0,7.0,-1.0,-11.0,-25.0,8.0,-18.0,-37.0,-9.0,36.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,16,8.0,6.0,6.0,8.0,1.0,8.0,10.0,0.0,-5.0,-1.0,-18.0,6.0,-9.0,-37.0,-14.0,10.0,35.0,0.0,0.0,0.0,0.0
LUTR910102,17,-20.0,2.0,-6.0,-16.0,0.0,-2.0,-18.0,-23.0,-21.0,-19.0,-18.0,-21.0,-20.0,11.0,-47.0,-29.0,-29.0,129.0,0.0,0.0,0.0
LUTR910102,18,-4.0,3.0,0.0,0.0,-7.0,0.0,-3.0,-16.0,5.0,0.0,-2.0,-1.0,1.0,21.0,-20.0,-6.0,-8.0,44.0,26.0,0.0,0.0
LUTR910102,19,0.0,-3.0,-3.0,-4.0,-12.0,-3.0,-4.0,-20.0,-6.0,17.0,8.0,-4.0,12.0,-9.0,-20.0,-10.0,-2.0,-8.0,-2.0,26.0,0.0
LUTR910102,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910102,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,1,-2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,2,-1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,3,-2.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,4,2.0,2.0,1.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,5,-1.0,2.0,2.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,6,-2.0,-1.0,1.0,6.0,-3.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,7,1.0,2.0,4.0,2.0,4.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,8,-5.0,0.0,3.0,1.0,0.0,2.0,-1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,9,-5.0,-3.0,-6.0,-9.0,4.0,-4.0,-10.0,-5.0,-4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,10,-18.0,-7.0,-12.0,-18.0,-3.0,-13.0,-16.0,-15.0,-12.0,13.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,11,-10.0,5.0,-2.0,-4.0,-4.0,-1.0,-4.0,-4.0,-6.0,-11.0,-21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,12,-3.0,0.0,-5.0,-7.0,4.0,0.0,-5.0,-5.0,-5.0,17.0,13.0,-7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,13,-20.0,-18.0,-18.0,-18.0,4.0,-13.0,-24.0,-21.0,-9.0,10.0,12.0,-30.0,13.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,14,-2.0,-2.0,-2.0,1.0,-1.0,1.0,-1.0,0.0,-7.0,-8.0,-24.0,-8.0,-10.0,-32.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,15,1.0,2.0,4.0,3.0,5.0,2.0,1.0,5.0,0.0,-4.0,-12.0,-3.0,-3.0,-18.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,16,1.0,2.0,3.0,1.0,4.0,2.0,0.0,3.0,1.0,3.0,-6.0,-3.0,2.0,-16.0,-3.0,4.0,16.0,0.0,0.0,0.0,0.0
LUTR910103,17,-20.0,-8.0,-18.0,-12.0,16.0,-3.0,-16.0,-21.0,7.0,-14.0,-3.0,-31.0,-14.0,36.0,-29.0,-19.0,-2.0,170.0,0.0,0.0,0.0
LUTR910103,18,-21.0,-10.0,-10.0,-14.0,-7.0,-12.0,-21.0,-14.0,-1.0,-14.0,-13.0,-25.0,-19.0,40.0,-17.0,-16.0,-15.0,47.0,105.0,0.0,0.0
LUTR910103,19,-5.0,-3.0,-6.0,-4.0,5.0,-5.0,-6.0,-5.0,-8.0,18.0,-1.0,-11.0,7.0,-11.0,-6.0,-2.0,3.0,-9.0,-18.0,44.0,0.0
LUTR910103,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910103,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,1,-2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,2,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,3,-1.0,5.0,11.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,4,8.0,-1.0,4.0,-13.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,5,2.0,9.0,4.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,6,4.0,12.0,5.0,20.0,-2.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,7,5.0,0.0,7.0,0.0,3.0,5.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,8,-30.0,4.0,-3.0,7.0,-30.0,13.0,-3.0,-32.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,9,-2.0,-1.0,0.0,-13.0,3.0,0.0,-2.0,-6.0,-17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,10,-14.0,-3.0,-6.0,-20.0,-11.0,-7.0,-10.0,-21.0,-10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,11,1.0,22.0,6.0,9.0,-2.0,9.0,14.0,2.0,-9.0,-1.0,-8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,12,-2.0,2.0,0.0,-11.0,0.0,-1.0,-3.0,-6.0,-8.0,3.0,2.0,-3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,13,-18.0,-14.0,-15.0,-26.0,-12.0,-14.0,-21.0,-25.0,-7.0,-4.0,-4.0,-23.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,14,5.0,2.0,2.0,5.0,2.0,2.0,4.0,6.0,-14.0,1.0,-7.0,3.0,-1.0,-8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,15,9.0,4.0,4.0,3.0,10.0,4.0,5.0,7.0,-19.0,1.0,-10.0,5.0,0.0,-14.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,16,6.0,3.0,3.0,1.0,8.0,3.0,4.0,4.0,-16.0,2.0,-6.0,5.0,1.0,-13.0,4.0,9.0,10.0,0.0,0.0,0.0,0.0
LUTR910104,17,-50.0,-35.0,-34.0,-55.0,-45.0,-15.0,-40.0,-57.0,-41.0,-27.0,-30.0,-23.0,-12.0,4.0,-33.0,-45.0,-39.0,130.0,0.0,0.0,0.0
LUTR910104,18,-15.0,-3.0,-4.0,-8.0,-8.0,0.0,-8.0,-17.0,23.0,-4.0,-5.0,-13.0,-2.0,25.0,-3.0,-10.0,-9.0,31.0,68.0,0.0,0.0
LUTR910104,19,-1.0,-3.0,-1.0,-15.0,1.0,-2.0,-3.0,-10.0,-27.0,5.0,-6.0,-4.0,3.0,-9.0,0.0,-1.0,2.0,-23.0,-14.0,21.0,0.0
LUTR910104,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910104,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,1,-3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,2,-2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,3,-4.0,0.0,9.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,4,-22.0,-28.0,6.0,-26.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,5,-3.0,2.0,1.0,3.0,-29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,6,-3.0,-1.0,0.0,10.0,-30.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,7,9.0,6.0,-4.0,3.0,-33.0,3.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,8,-11.0,-7.0,14.0,12.0,-33.0,4.0,-5.0,-4.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,9,-2.0,-2.0,-8.0,-10.0,-26.0,-7.0,-7.0,-8.0,-13.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,10,-7.0,-8.0,-11.0,-21.0,-34.0,-13.0,-13.0,-21.0,-9.0,16.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,11,-6.0,9.0,-1.0,-2.0,-32.0,4.0,2.0,-1.0,-19.0,-9.0,-14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,12,2.0,2.0,-3.0,-7.0,-17.0,-5.0,-5.0,-2.0,-11.0,10.0,12.0,-5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,13,-4.0,-9.0,-8.0,-17.0,12.0,-9.0,-12.0,-10.0,-3.0,7.0,6.0,-11.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,14,6.0,-1.0,5.0,-2.0,-22.0,1.0,-10.0,-10.0,-9.0,8.0,3.0,-12.0,6.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,15,5.0,-4.0,0.0,0.0,6.0,-6.0,-3.0,0.0,-11.0,-10.0,-15.0,-4.0,-2.0,-9.0,-4.0,25.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,16,3.0,2.0,-4.0,-1.0,-7.0,2.0,0.0,-1.0,-19.0,-3.0,-12.0,-1.0,2.0,-8.0,-2.0,4.0,20.0,0.0,0.0,0.0,0.0
LUTR910105,17,-2.0,-31.0,-30.0,-40.0,-34.0,-34.0,-35.0,-33.0,-36.0,-25.0,-29.0,-14.0,-21.0,32.0,-25.0,-13.0,-31.0,150.0,0.0,0.0,0.0
LUTR910105,18,-10.0,-13.0,-2.0,-13.0,-25.0,-14.0,-13.0,-14.0,18.0,-10.0,-1.0,-14.0,-4.0,24.0,3.0,-7.0,-16.0,11.0,56.0,0.0,0.0
LUTR910105,19,-2.0,-4.0,-9.0,-13.0,-11.0,-8.0,-8.0,-14.0,-19.0,11.0,8.0,-8.0,7.0,-3.0,1.0,-7.0,-1.0,-15.0,-13.0,24.0,0.0
LUTR910105,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910105,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,1,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,2,6.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,3,4.0,-1.0,18.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,4,0.0,-7.0,5.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,5,6.0,24.0,18.0,18.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,6,8.0,-1.0,22.0,29.0,-1.0,15.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,7,14.0,-8.0,6.0,-4.0,-10.0,4.0,13.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,8,2.0,11.0,13.0,24.0,-2.0,13.0,16.0,-3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,9,-8.0,-14.0,-14.0,-22.0,-29.0,-14.0,-18.0,-9.0,-15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,10,-6.0,-12.0,-15.0,-27.0,-29.0,-9.0,-21.0,-9.0,-15.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,11,4.0,22.0,16.0,30.0,2.0,22.0,10.0,-2.0,14.0,-13.0,-11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,12,1.0,3.0,3.0,5.0,-23.0,4.0,5.0,4.0,3.0,3.0,2.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,13,-12.0,-10.0,-6.0,-24.0,-40.0,-16.0,-7.0,-17.0,6.0,-10.0,-4.0,-14.0,-2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,14,4.0,-20.0,-13.0,-26.0,-8.0,-17.0,-19.0,-14.0,-15.0,-9.0,-3.0,-16.0,-16.0,-9.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,15,12.0,3.0,13.0,17.0,-1.0,10.0,13.0,16.0,10.0,-12.0,-15.0,11.0,-2.0,-16.0,-4.0,28.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,16,6.0,10.0,8.0,2.0,-11.0,4.0,9.0,8.0,5.0,-7.0,-11.0,7.0,3.0,-17.0,-1.0,12.0,24.0,0.0,0.0,0.0,0.0
LUTR910106,17,-23.0,16.0,-11.0,-24.0,-43.0,-14.0,-19.0,-32.0,18.0,-8.0,-8.0,-11.0,-15.0,3.0,-32.0,-21.0,-7.0,115.0,0.0,0.0,0.0
LUTR910106,18,0.0,7.0,13.0,7.0,-9.0,9.0,14.0,-9.0,20.0,-16.0,-12.0,11.0,2.0,16.0,-7.0,3.0,1.0,15.0,37.0,0.0,0.0
LUTR910106,19,-7.0,-11.0,-17.0,-30.0,-28.0,-15.0,-24.0,-9.0,-19.0,11.0,9.0,-12.0,-5.0,-13.0,-9.0,-14.0,-7.0,-15.0,-18.0,21.0,0.0
LUTR910106,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910106,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,1,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,2,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,3,2.0,1.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,4,-5.0,-9.0,-9.0,-15.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,5,3.0,7.0,4.0,4.0,-11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,6,3.0,3.0,3.0,8.0,-15.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,7,-4.0,-6.0,-2.0,-5.0,-21.0,-6.0,-4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,8,-3.0,0.0,2.0,-3.0,-23.0,2.0,-2.0,-12.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,9,-1.0,-6.0,-4.0,-9.0,-13.0,-4.0,-5.0,-18.0,-12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,10,-3.0,-7.0,-7.0,-14.0,-10.0,-6.0,-8.0,-22.0,-10.0,19.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,11,1.0,7.0,2.0,1.0,-19.0,6.0,5.0,-12.0,-6.0,-11.0,-15.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,12,-1.0,-2.0,-3.0,-9.0,-7.0,-2.0,-7.0,-15.0,-4.0,22.0,24.0,-10.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,13,-16.0,-15.0,-14.0,-20.0,-19.0,-18.0,-22.0,-30.0,-9.0,5.0,10.0,-29.0,11.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,14,0.0,-8.0,-7.0,-8.0,-30.0,-6.0,-3.0,-17.0,-12.0,-15.0,-16.0,-8.0,-15.0,-26.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,15,4.0,2.0,4.0,3.0,-11.0,3.0,3.0,-4.0,-3.0,-8.0,-10.0,1.0,-7.0,-19.0,-3.0,19.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,16,3.0,0.0,3.0,-1.0,-6.0,2.0,2.0,-10.0,-5.0,-1.0,-9.0,-2.0,-4.0,-19.0,-7.0,5.0,31.0,0.0,0.0,0.0,0.0
LUTR910107,17,-9.0,2.0,-7.0,-13.0,-1.0,-13.0,-17.0,-15.0,-7.0,-5.0,-5.0,-21.0,4.0,10.0,-16.0,-11.0,-18.0,129.0,0.0,0.0,0.0
LUTR910107,18,-5.0,-1.0,-2.0,-7.0,0.0,-6.0,-9.0,-16.0,3.0,-2.0,0.0,-12.0,3.0,22.0,-16.0,-5.0,-9.0,35.0,59.0,0.0,0.0
LUTR910107,19,2.0,-4.0,-4.0,-7.0,-8.0,-3.0,-3.0,-14.0,-9.0,24.0,14.0,-9.0,15.0,-2.0,-11.0,-6.0,-2.0,-3.0,-3.0,37.0,0.0
LUTR910107,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910107,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910108,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910108,1,-1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910108,2,1.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910108,3,0.0,3.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910108,4,4.0,1.0,1.0,-4.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910108,5,1.0,5.0,5.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910108,6,0.0,4.0,5.0,10.0,-5.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTR910108,7,2.0,3.0,6.0,4.0,4.0,3.0,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
