Description,Amino Acids,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
RIER950101,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,1,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,3,-2.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,4,0.0,-1.0,0.0,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,5,0.0,0.0,1.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,6,-3.0,-1.0,0.0,0.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,7,-1.0,-1.0,0.0,-2.0,0.0,0.0,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,8,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,9,0.0,-2.0,-1.0,-4.0,0.0,0.0,-4.0,-2.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,10,0.0,-1.0,-1.0,-3.0,0.0,0.0,-3.0,-1.0,-1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,11,-1.0,2.0,0.0,-1.0,-2.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,12,1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,13,0.0,-2.0,-1.0,-4.0,0.0,0.0,-4.0,-2.0,0.0,0.0,1.0,-2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,14,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,15,0.0,-1.0,1.0,-1.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,16,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
WEIL970101,17,0.0,0.0,-1.0,-3.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,-2.0,2.0,2.0,0.0,-1.0,-1.0,4.0,0.0,0.0,0.0
WEIL970101,18,0.0,-1.0,0.0,-3.0,0.0,1.0,-4.0,-2.0,0.0,0.0,0.0,-2.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,4.0,0.0,0.0
WEIL970101,19,1.0,-2.0,-1.0,-3.0,0.0,-1.0,-4.0,-2.0,-1.0,2.0,1.0,-3.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
WEIL970101,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970101,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,2,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,3,0.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,4,0.0,2.0,3.0,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,5,1.0,-1.0,1.0,-1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,6,-2.0,-1.0,0.0,-2.0,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,7,-1.0,1.0,0.0,-1.0,3.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,8,2.0,0.0,-1.0,0.0,3.0,0.0,-1.0,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,9,1.0,1.0,2.0,-1.0,1.0,3.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,10,1.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,11,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,12,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,13,2.0,1.0,2.0,-1.0,2.0,3.0,-1.0,1.0,1.0,0.0,1.0,1.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,14,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,15,-1.0,0.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,16,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
WEIL970102,17,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0,-1.0,4.0,2.0,1.0,-7.0,0.0,0.0,0.0
WEIL970102,18,2.0,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,-2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,-1.0,-3.0,0.0,0.0
WEIL970102,19,1.0,1.0,2.0,0.0,1.0,1.0,-2.0,1.0,2.0,-1.0,0.0,-1.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0
WEIL970102,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEIL970102,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,1,1.17,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,2,1.28,1.03,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,3,1.31,1.18,1.08,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,4,1.41,1.21,1.36,1.44,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,5,1.31,1.1,1.2,1.25,1.49,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,6,1.34,1.15,1.21,1.31,1.43,1.26,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,7,1.11,0.99,0.96,1.02,1.36,1.11,1.06,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,8,1.17,1.06,1.13,1.05,1.5,1.22,1.23,1.1,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,9,1.08,0.91,0.89,0.93,1.24,1.02,0.96,0.79,0.86,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,10,1.19,1.02,0.98,1.0,1.41,1.01,1.01,0.88,1.08,0.99,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,11,1.29,1.11,1.14,1.18,1.31,1.21,1.22,1.05,1.1,0.94,1.07,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,12,1.2,0.97,1.01,0.94,1.36,1.1,1.02,0.81,1.08,1.01,1.08,0.99,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,13,0.94,0.74,0.83,0.79,1.16,0.88,0.91,0.68,0.94,0.74,0.9,0.78,0.91,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,14,0.94,0.69,0.74,0.84,1.3,0.91,0.96,0.92,0.8,0.67,0.75,0.67,0.59,0.69,0.75,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,15,1.17,0.9,1.01,0.97,1.33,1.09,1.02,0.94,1.03,0.89,1.01,0.98,0.59,0.78,0.79,0.93,0.0,0.0,0.0,0.0,0.0
MEHP950101,16,1.06,0.88,0.93,1.01,1.18,1.02,0.94,0.86,0.95,,0.9,0.88,0.96,0.72,0.8,0.87,0.85,0.0,0.0,0.0,0.0
MEHP950101,17,0.9,0.63,0.88,0.87,0.78,0.95,0.86,0.58,0.92,0.53,0.72,0.74,0.75,0.66,0.4,0.69,0.74,0.91,0.0,0.0,0.0
MEHP950101,18,0.86,0.75,0.83,0.73,1.0,0.85,0.76,0.58,0.81,0.68,0.79,0.79,0.86,0.71,0.54,0.63,0.65,0.66,0.8,0.0,0.0
MEHP950101,19,1.09,0.98,0.96,1.01,1.33,1.06,1.04,0.95,1.01,0.83,0.88,0.99,1.02,0.76,0.77,0.93,0.84,0.6,0.67,0.83,0.0
MEHP950101,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950101,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,1,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,2,0.71,0.88,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,3,0.56,0.63,0.69,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,4,0.75,0.84,0.72,0.67,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,5,0.68,0.83,0.71,0.64,0.65,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,6,0.63,0.82,0.74,0.58,0.69,0.73,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,7,0.83,0.84,0.71,0.61,0.8,0.78,0.87,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,8,0.79,0.92,0.78,0.68,0.69,0.79,0.78,0.71,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,9,1.11,1.23,1.12,1.06,0.96,1.1,1.15,1.25,1.24,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,10,0.97,1.05,0.97,0.96,0.84,1.07,1.12,1.09,1.07,1.21,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,11,0.65,0.84,0.72,0.64,0.79,0.75,0.78,0.76,0.82,1.11,0.99,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,12,0.97,1.14,0.92,0.93,0.97,0.97,0.96,1.18,0.96,1.16,1.06,1.03,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,13,1.16,1.26,1.11,1.17,1.04,1.07,1.17,1.3,1.05,1.54,1.27,1.11,1.21,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,14,0.77,1.03,0.91,0.75,0.67,0.83,0.75,0.75,0.83,1.3,1.21,0.92,1.34,1.07,0.82,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,15,0.8,0.99,0.84,0.77,0.81,0.85,0.92,0.91,0.85,1.24,1.09,0.89,1.15,1.28,0.87,0.96,0.0,0.0,0.0,0.0,0.0
MEHP950102,16,0.97,1.08,0.99,0.88,0.93,1.02,1.11,1.03,0.91,1.27,1.18,1.09,1.11,1.32,0.93,1.1,1.16,0.0,0.0,0.0,0.0
MEHP950102,17,1.18,1.33,0.95,1.04,1.47,1.17,1.33,1.28,1.18,1.71,1.37,1.11,1.35,1.31,1.09,1.34,1.42,1.22,0.0,0.0,0.0
MEHP950102,18,1.23,1.25,1.08,1.12,1.22,1.11,1.31,1.27,1.23,1.51,1.41,1.18,1.23,1.34,1.29,1.41,1.46,1.29,1.31,0.0,0.0
MEHP950102,19,1.05,1.08,1.05,0.99,0.91,1.03,1.08,1.09,1.13,1.42,1.35,1.06,1.22,1.51,1.13,1.21,1.27,1.63,1.6,1.41,0.0
MEHP950102,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950102,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,1,1.02,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,2,0.95,1.19,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,3,1.23,1.41,1.52,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,4,0.49,0.82,0.7,0.6,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,5,0.92,1.13,1.13,1.17,0.51,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,6,0.96,1.02,1.04,1.17,0.57,0.96,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,7,1.11,1.41,1.8,1.88,0.51,1.22,1.15,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,8,1.04,1.02,1.18,1.63,0.39,0.92,0.91,1.4,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,9,0.51,0.69,1.0,1.04,0.43,0.7,0.74,0.98,0.81,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,10,0.57,0.82,1.13,1.09,0.28,0.8,0.69,1.1,0.62,,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,11,1.06,1.08,1.3,1.38,0.68,1.02,0.93,1.43,1.15,0.91,0.84,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,12,0.53,0.74,1.17,1.34,0.1,0.79,1.02,1.07,0.88,0.59,0.63,0.97,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,13,0.79,1.09,1.19,1.17,0.46,1.16,0.85,1.16,1.05,0.42,0.63,1.33,0.74,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,14,1.69,1.76,1.91,2.04,0.96,1.63,1.71,1.8,1.96,1.18,1.19,2.08,1.28,1.66,2.13,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,15,1.04,1.29,1.35,1.63,0.55,1.12,1.13,1.37,1.29,0.74,0.74,1.32,0.79,0.94,1.87,1.29,0.0,0.0,0.0,0.0,0.0
MEHP950103,16,0.92,1.13,1.23,1.27,0.68,0.89,0.89,1.3,1.33,0.79,0.84,1.12,0.83,0.97,1.71,1.11,1.08,0.0,0.0,0.0,0.0
MEHP950103,17,0.86,1.22,1.46,1.24,0.47,0.73,0.61,1.46,0.78,0.56,0.88,1.44,0.83,1.19,2.39,1.01,0.69,0.78,0.0,0.0,0.0
MEHP950103,18,0.84,1.1,1.27,1.46,0.48,1.14,0.91,1.51,0.97,0.65,0.57,1.13,0.84,0.99,1.54,1.03,0.85,1.22,0.83,0.0,0.0
MEHP950103,19,0.65,0.86,0.99,0.99,0.32,0.77,0.71,0.9,0.66,0.45,0.49,0.89,0.44,0.44,1.32,0.7,0.78,0.57,0.48,0.63,0.0
MEHP950103,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEHP950103,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,1,16.8,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,2,17.1,17.1,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,3,18.2,18.2,21.4,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,4,21.5,14.4,14.7,14.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,5,17.2,19.6,18.6,22.2,13.8,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,6,18.1,18.7,20.0,22.8,12.2,20.4,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,7,19.9,16.1,18.1,18.7,15.0,16.3,19.3,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,8,11.5,13.7,18.9,17.2,13.5,21.2,15.7,12.2,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,9,17.2,14.3,14.8,13.7,20.9,15.8,14.9,14.7,12.4,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,10,13.6,12.2,11.7,12.5,15.5,13.3,11.4,11.5,9.07,21.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,11,17.1,21.9,17.7,18.2,9.83,22.0,19.2,15.6,15.5,14.2,12.1,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,12,16.2,15.5,13.7,15.5,19.8,17.8,15.2,15.0,11.4,20.9,22.4,15.4,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,13,11.9,10.1,11.4,9.04,13.5,11.5,9.24,9.84,10.7,18.4,20.6,9.68,20.2,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,14,17.7,15.7,14.6,19.4,5.43,18.0,19.1,17.0,11.7,9.35,7.28,16.8,11.6,3.14,32.2,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,15,20.4,17.5,20.9,19.1,17.7,17.6,17.7,20.2,13.8,14.6,12.2,16.6,14.7,9.65,17.9,25.4,0.0,0.0,0.0,0.0,0.0
KAPO950101,16,18.1,20.6,20.2,19.0,16.2,17.4,18.8,18.2,14.8,17.5,14.3,17.6,16.9,12.8,14.9,19.5,26.1,0.0,0.0,0.0,0.0
KAPO950101,17,10.1,9.94,7.74,9.08,9.56,16.6,15.3,7.2,0.0,10.4,14.7,7.79,18.5,19.3,9.85,9.7,17.2,33.8,0.0,0.0,0.0
KAPO950101,18,15.3,13.8,20.1,14.9,17.3,14.6,12.7,13.7,19.4,17.6,17.9,14.7,20.0,22.6,6.99,14.4,17.7,19.5,29.2,0.0,0.0
KAPO950101,19,16.7,14.4,14.8,15.1,21.4,15.2,15.1,14.5,12.9,22.2,18.9,13.5,19.1,17.2,11.1,15.1,17.9,11.6,16.5,25.0,0.0
KAPO950101,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPO950101,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,1,4.6,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,2,4.9,5.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,3,4.9,4.9,7.4,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,4,5.7,3.0,3.4,2.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,5,5.0,6.7,5.9,6.1,2.8,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,6,5.2,5.6,6.1,7.9,2.2,6.9,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,7,5.7,4.2,5.6,5.3,3.2,4.2,4.4,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,8,4.4,5.8,6.4,5.6,3.9,6.4,5.6,3.8,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,9,4.4,2.8,2.4,1.4,4.1,3.3,2.5,0.7,3.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,10,4.0,3.0,2.2,1.2,3.7,3.6,2.4,0.8,3.3,8.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,11,4.8,7.9,6.0,5.7,2.4,6.7,6.4,4.1,5.8,3.1,3.1,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,12,4.5,3.5,3.0,2.2,4.3,4.2,3.2,1.7,3.9,7.7,8.0,3.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,13,2.9,2.0,2.1,0.7,4.4,2.6,1.3,0.0,5.1,6.2,7.2,1.9,6.8,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGG950101,14,5.5,4.3,4.3,4.5,2.1,5.0,4.7,3.6,4.1,2.6,2.9,4.6,2.8,1.4,12.8,0.0,0.0,0.0,0.0,0.0,0.0
